alpha,rt_none,rt_uni,rt_tgt,rt_uni_exit,rt_tgt_exit,drop_man,drop_fin,drop_ser,drop_agg,ratio_fin_agg,t_rec_agg,t_rec_kl,lag,minM
-0.02929253033085092,34.64,73.04,12.280000000000001,40.6,11.76,5.83545547781671,16.226244887480014,2.048586867906117,7.303531143481987,2.2216985960224287,15.88,34.0,18.119999999999997,1.0
-0.048550869237538194,52.36,53.56,26.8,52.2,45.160000000000004,3.5867248431859498,31.858902118105366,3.05901420875049,9.538380313058543,3.340074632428826,14.120000000000001,48.92,34.8,1.0
-0.024962612931599185,36.96,76.52,13.44,44.76,12.64,6.629333260822305,19.269806882377054,2.4856142109254975,8.553716109574287,2.252799442432758,17.8,34.2,16.400000000000002,1.0
-0.02112504361268444,34.96,109.0,15.200000000000001,59.44,13.84,5.234773165858923,19.893619872054884,4.7806874427381745,9.077012040356484,2.191648505434129,19.72,30.28,10.560000000000002,1.0
-0.01671459498912685,51.32,109.48,17.44,61.88,14.96,7.5836755485658465,18.74226367044473,2.956628409144552,8.83068007843203,2.1224032015632246,18.400000000000002,44.56,26.16,1.0
-0.04626552046317314,44.28,45.6,16.240000000000002,43.88,14.200000000000001,6.143021168345238,23.366952400172565,3.984943704474328,9.374315267203807,2.4926569817768156,15.72,45.04,29.32,1.0
-0.028616002543458117,35.56,79.36,13.52,46.32,12.64,4.67851582954382,17.169357725085113,3.9365750829002386,7.773545724679176,2.208690645579719,16.4,31.64,15.240000000000002,1.0
-0.023256937871172004,41.4,85.48,16.04,52.24,14.36,2.7429953492931296,20.255905090378796,2.6087609751430563,7.090553043641397,2.8567454422393337,12.64,35.96,23.32,1.0
-0.00961333184785167,42.36,120.0,17.2,67.76,14.88,4.358974083870404,25.097120280600482,4.013970390981392,9.379466552535154,2.67575134897379,14.120000000000001,42.56,28.44,1.0
-0.03545361562619802,41.52,77.52,15.040000000000001,49.28,13.72,4.553077809709448,18.750310871245627,5.134385273623963,8.617461382140403,2.175850872985105,15.6,34.36,18.759999999999998,1.0
-0.02048836401386778,50.4,73.04,21.96,53.160000000000004,38.08,6.070175139018793,23.711152754413007,4.190620077351307,9.846155460188385,2.408163556860938,16.16,46.12,29.959999999999997,1.0
-0.028971315428507387,44.56,54.24,19.6,45.72,33.36,4.4696737686664205,27.68676814184828,4.662850531609972,10.088081534849247,2.74450281217538,16.080000000000002,42.480000000000004,26.400000000000002,1.0
-0.033931336001796805,41.2,72.28,17.36,47.480000000000004,14.96,6.992640841074138,17.98213627148688,4.467221236049592,9.150458028671354,1.9651624230331435,22.68,35.12,12.439999999999998,1.0
